,PROC_NUM,PARCEL_NO,ADDRESS,DATE,CONST_COST,ADMIN_COST,CAT_CODE,UNITS_VAL,PED_ORIENTED,LAND USE,UNITS
411,C2019032944-0,3060190200023,23271 SW 112 AVE,2/20/2019,134896.46,2697.93,820-00,7381,0,"Shopping Center/General Retail [1-10,000]",sq. ft.
2745,C2019065772-0,3060190211170,23400 SW 108 AVE,1/22/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2785,C2019106638-0,3060190211180,23408 SW 108 AVE,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2778,C2019065745-0,3060190211190,23418 SW 108 AVE,1/17/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2803,C2019065763-0,3060190211200,23428 SW 108 AVE,1/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2802,C2019065764-0,3060190211210,23438 SW 108 AVE,1/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2772,C2019105323-0,3060190211220,23442 SW 108 AVE,3/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2784,C2019106650-0,3060190211230,23458 SW 108 AVE,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2827,C2019138465-0,3060190211240,23504 SW 108 AVE,5/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2742,C2019087055-0,3060190211250,23554 SW 108 AVE,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2744,C2019065771-0,3060190211260,23594 SW 108 AVE,1/22/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2752,C2019204630-0,3060190211270,23595 SW 108 CT,8/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2753,C2019204631-0,3060190211280,23555 SW 108 CT,8/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2754,C2019204632-0,3060190211290,23505 SW 108 CT,8/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2783,C2019141960-0,3060190211360,23427 SW 108 CT,6/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2738,C2019204633-0,3060190211370,23407 SW 108 CT,8/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2786,C2019087056-0,3060190211380,23340 SW 107 PL,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2789,C2019106631-0,3060190211400,23512 SW 107 PL,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2758,C2019138484-0,3060190211410,23522 SW 107 PL,5/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2794,C2019217315-0,3060190211410,23522 SW 107 PL,9/3/2019,0,0,210-00,0,0,Single Family Detached,unit
2767,C2019138497-0,3060190211450,23572 SW 107 PL,5/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2775,C2019065746-0,3060190211460,23542 SW 107 PL,1/18/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2776,C2019065747-0,3060190211460,23582 SW 107 PL,1/18/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2766,C2019223864-0,3060190211470,23593 SW 108 AVE,9/10/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2787,C2019087057-0,3060190211490,23503 SW 108 AVE,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2791,C2019087058-0,3060190211500,23485 SW 108 AVE,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2792,C2019087059-0,3060190211510,23475 SW 108 AVE,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2743,C2019087036-0,3060190211540,23445 SW 108 AVE,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2771,C2019105325-0,3060190211550,23435 SW 108 AVE,3/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2774,C2019065748-0,3060190211560,23425 SW 108 AVE,1/18/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2773,C2019105329-0,3060190211570,23438 SW 107 CT,3/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2747,C2019204635-0,3060190211580,23510 SW 107 CT,8/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2748,C2019204636-0,3060190211590,23520 SW 107 CT,8/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2762,C2019204519-0,3060190211600,23530 SW 107 CT,8/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2749,C2019204637-0,3060190211610,23540 SW 107 CT,8/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2777,C2019204560-0,3060190211620,23550 SW 107 CT,8/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2763,C2019204520-0,3060190211630,23570 SW 107 CT,8/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2764,C2019204521-0,3060190211640,23580 SW 107 CT,8/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2740,C2020016688-0,3060190211650,23581 SW 107 PL,11/4/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2781,C2019158469-0,3060190211660,23571 SW 107 PL,6/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2782,C2019158468-0,3060190211670,23555 SW 107 PL,6/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2751,C2019087060-0,3060190211690,23531 SW 107 PL,3/20/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2825,C2019159803-0,3060190211710,23515 SW 107 PL,5/31/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2760,C2019138486-0,3060190211720,23511 SW 107 PL,5/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2770,C2019138498-0,3060190211730,23439 SW 107 PL,5/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2769,C2019138499-0,3060190211740,10651 SW 235 LN,5/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2765,C2019204522-0,3060190211750,10641 SW 235 LN,8/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2746,C2020006088-0,3060190211760,10631 SW 235 LN,10/15/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2788,C2019106652-0,3060190211770,10630 SW 235 ST,4/1/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2741,C2020016689-0,3060190211780,10640 SW 235 ST,11/4/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2761,C2019147455-0,3060190211790,10650 SW 235 LN,5/15/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2750,C2019204638-0,3060190211800,10652 SW 235 LN,8/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2815,C2019214056-0,3060190211820,10632 SW 235 LN,8/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2779,C2020016596-0,3060190211830,10622 SW 235 LN,11/4/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2780,C2020016597-0,3060190211840,23559 SW 106 PL,11/4/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2790,C2020029678-0,3060190211850,23549 SW 106 PL,11/27/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2816,C2019213694-0,3060190211870,23529 SW 106 PL,10/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2768,C2019138500-0,3060190214690,23552 SW 107 PL,5/2/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
3867,C2019095354-0,3060300000055,11300 SW 248 ST,10/22/2019,0,0,850-00,0,0,Supermarket (free standing),sq. ft.
3668,C2019127538-0,3060300000070,11323 SW 249 ST,4/17/2019,56802.92,1136.06,230-00,10,0,"Condominium,Townhouse",unit
3671,C2019089696-0,3060300000070,11315 SW 249 ST,2/22/2019,56802.92,1136.06,230-00,10,0,"Condominium,Townhouse",unit
3674,C2019085807-0,3060300000070,11218 SW 250 TER,3/4/2019,53200.96,1064.02,230-00,10,0,"Condominium,Townhouse",unit
3678,C2019127547-0,3060300000070,11208 SW 249 ST,4/17/2019,56802.92,1136.06,230-00,10,0,"Condominium,Townhouse",unit
3684,C2019089695-0,3060300000070,11315 SW 249 ST,2/22/2019,56802.92,1136.06,230-00,10,0,"Condominium,Townhouse",unit
3669,C2019052867-0,3060300000070,11294 SW 254 TER,1/7/2019,45442.33,908.85,230-00,8,0,"Condominium,Townhouse",unit
3687,C2019119394-0,3060300000070,24901 SW 112 PL,4/5/2019,39762.05,795.24,230-00,7,0,"Condominium,Townhouse",unit
3690,C2019080675-0,3060300000070,11262 SW 250 TER,2/7/2019,39762.05,795.24,230-00,7,0,"Condominium,Townhouse",unit
3681,C2019098352-0,3060300000070,24980 SW 112 CT,3/6/2019,34081.75,681.64,230-00,6,0,"Condominium,Townhouse",unit
3682,C2019098362-0,3060300000070,24879 SW 113 PL,3/6/2019,34081.75,681.64,230-00,6,0,"Condominium,Townhouse",unit
3683,C2019098357-0,3060300000070,11272 SW 249 ST,3/6/2019,34081.75,681.64,230-00,6,0,"Condominium,Townhouse",unit
3686,C2019102620-0,3060300000070,11273 SW 250 TER,3/20/2019,34081.75,681.64,230-00,6,0,"Condominium,Townhouse",unit
3672,C2019082001-0,3060300000070,11355 SW 250 TER,3/26/2019,28401.46,568.03,230-00,5,0,"Condominium,Townhouse",unit
3673,C2019081974-0,3060300000070,11338 SW 249 ST,2/8/2019,26600.48,532.01,230-00,5,0,"Condominium,Townhouse",unit
1079,C2019148535-0,3060300010010,25189 SW 108 AVE,5/16/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1080,C2019148541-0,3060300010010,25073 SW 108 AVE,5/16/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1083,C2019119296-0,3060300010010,25053 SW 107 CT,4/5/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1085,C2019119309-0,3060300010010,24927 SW 108 AVE,4/5/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1086,C2019119304-0,3060300010010,25102 SW 108 AVE,4/5/2019,11360.59,227.21,231-00,2,0,Duplex,unit
3689,C2019105179-0,3060300010010,24862 SW 107 AVE,3/15/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
3694,C2019148496-0,3060300010010,25182 SW 108 CT,5/16/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
3695,C2019148481-0,3060300010010,25068 SW 108 AVE,5/16/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
2828,C2019041126-0,3060300010010,10760 SW 248 ST,5/31/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2829,C2019113273-0,3060300010010,24960 SW 108 AVE,4/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2831,C2019109352-0,3060300010010,24980 SW 108 AVE,3/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2834,C2019041111-0,3060300010010,10760 SW 248 ST,5/31/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2835,C2019041130-0,3060300010010,10760 SW 248 ST,5/31/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2838,C2020023443-0,3060300010010,25376 SW 107 CT,11/18/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2840,C2020023428-0,3060300010010,25405 SW 109 AVE,11/18/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2841,C2020023432-0,3060300010010,25581 SW 109 AVE,11/18/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2842,C2020023439-0,3060300010010,25373 SW 107 CT,11/18/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2843,C2020039799-0,3060300010010,25406 SW 108 AVE,12/20/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
1114,C2019058636-0,3060300010030,24880 SW 107 CT,5/29/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1074,C2019071939-0,3060300010040,24963 SW 108 AVE,1/28/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1089,C2019072022-0,3060300010040,24940 SW 107 CT,1/29/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1121,C2019071979-0,3060300010040,24940 SW 107 CT,6/7/2019,11360.59,227.21,231-00,2,0,Duplex,unit
3679,C2019089653-0,3060300010070,24947 SW 108 AVE,2/22/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
1110,C2019048682-0,3060300010071,24883 SW 108 AVE,4/9/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1066,C2019089600-0,3060300010080,25140 SW 107 CT,2/21/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1070,C2019089602-0,3060300010080,25041 SW 108 AVE,2/21/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1071,C2019142893-0,3060300010080,25111 SW 108 AVE,5/9/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1072,C2019142887-0,3060300010080,25143 SW 108 AVE,5/8/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1076,C2019089598-0,3060300010080,25082 SW 107 CT,2/21/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1077,C2019185486-0,3060300010080,25159 SW 108 AVE,7/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1081,C2019093589-0,3060300010080,25066 SW 107 CT,3/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1082,C2019093595-0,3060300010080,25158 SW 107 CT,3/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1084,C2019093548-0,3060300010080,25004 SW 107 CT,3/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1092,C2019071908-0,3060300010080,25722 SW 107 CT,1/29/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1093,C2019071911-0,3060300010080,25051 SW 108 AVE,1/29/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1096,C2019141927-0,3060300010080,25089 83 SW 108 AVE,5/9/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1097,C2019142891-0,3060300010080,25127 SW 108 AVE,5/8/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1111,C2019185432-0,3060300010080,25175 SW 108 AVE,8/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1119,C2019093600-0,3060300010080,25025 SW 108 AVE,3/1/2019,10640.2,212.8,231-00,2,0,Duplex,unit
3670,C2019093660-0,3060300010080,25018 SW 107 CT,3/1/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
3675,C2019089557-0,3060300010080,25194 SW 107 CT,3/7/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
3680,C2019089656-0,3060300010080,25050 SW 107 CT,2/22/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
2851,C2019140187-0,3060300010080,25010 SW 107 CT,5/6/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2852,C2019140193-0,3060300010080,25009 SW 108 AVE,5/6/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2836,C2019218008-0,3060300010113,25387 SW 108 AVE,9/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2833,C2020023366-0,3060300010160,25374 SW 107 AVE,11/27/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
1067,C2019089617-0,3060300010170,25021 SW 107 CT,2/21/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1068,C2019089607-0,3060300010170,25177 SW 107 CT,2/21/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1069,C2019089610-0,3060300010170,25069 SW 107 CT,2/21/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1090,C2019072024-0,3060300010170,25101 SW 107 CT,1/29/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1105,C2019093664-0,3060300010170,25157 SW 107 CT,3/6/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1107,C2019071952-0,3060300010170,25033 SW 107 CT,4/11/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1118,C2019093517-0,3060300010170,25085 SW 107 CT,3/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1122,C2019071981-0,3060300010170,25137 SW 107 CT,6/7/2019,11360.59,227.21,231-00,2,0,Duplex,unit
3676,C2019089561-0,3060300010170,25123 SW 107 CT,3/7/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
3677,C2019089554-0,3060300010170,25195 SW 107 CT,3/7/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
2849,C2019140200-0,3060300010170,25004 SW 107 AVE,5/6/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2850,C2019140206-0,3060300010170,25005 SW 107 CT,5/6/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
1094,C2019071916-0,3060300010190,24842 SW 107 AVE,1/29/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1095,C2019071918-0,3060300010190,24921 SW 107 CT,1/29/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1108,C2019048687-0,3060300010190,24941 SW 107 CT,4/9/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1109,C2019048696-0,3060300010190,24981 SW 107 CT,4/9/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1123,C2019048666-0,3060300010210,24881 SW 107 CT,4/10/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1073,C2019142889-0,3060300010240,25036 SW 108 AVE,5/8/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1078,C2019071983-0,3060300010240,25020 SW 108 AVE,6/7/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1088,C2019141933-0,3060300010240,25084 92 SW 108 AVE,5/9/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1091,C2019072030-0,3060300010240,25052 SW 108 AVE,1/29/2019,11360.59,227.21,231-00,2,0,Duplex,unit
2848,C2019140211-0,3060300010240,25012 SW 108 AVE,5/6/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
1075,C2019071959-0,3060300010260,25118 SW 108 AVE,1/28/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1087,C2019141942-0,3060300010270,25134 42 SW 108 AVE,5/9/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1112,C2019185435-0,3060300010280,25150 SW 108 AVE,8/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1125,C2019185457-0,3060300010280,25166 SW 108 AVE,7/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1098,C2019209698-0,3060300010290,25173 SW 108 CT,8/14/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1100,C2019185401-0,3060300010290,25187 SW 108 CT,7/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1101,C2019185398-0,3060300010290,25182 SW 108 AVE,7/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1102,C2019209772-0,3060300010290,25125 SW 108 CT,8/15/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1106,C2019209742-0,3060300010290,25157 SW 108 CT,8/14/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1115,C2019209660-0,3060300010290,25109 SW 108 CT,8/14/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1120,C2019209719-0,3060300010290,25141 SW 108 CT,8/14/2019,11360.59,227.21,231-00,2,0,Duplex,unit
3688,C2019058652-0,3060300010291,24961 SW 107 CT,1/4/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
3691,C2019058642-0,3060300010291,24960 SW 107 CT,1/4/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
3692,C2019058655-0,3060300010291,24903 SW 108 AVE,1/4/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
3693,C2019058628-0,3060300010291,24901 SW 107 CT,1/4/2019,11360.59,227.21,230-00,2,0,"Condominium,Townhouse",unit
2837,C2019217663-0,3060300010321,25371 SW 108 CT,9/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2846,C2020039771-0,3060300010340,25593 SW 108 CT,12/20/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2839,C2020039769-0,3060300010350,25580 SW 108 AVE,12/20/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2844,C2020039803-0,3060300010350,25407 SW 108 CT,12/20/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2832,C2020023361-0,3060300010360,25408 SW 108 CT,11/27/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2845,C2020039809-0,3060300010380,25594 SW 108 CT,12/20/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2830,C2019218003-0,3060300010450,25383 SW 109 AVE,9/25/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
1117,C2019209702-0,3060300010470,25080 SW 108 CT,8/14/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1099,C2019209687-0,3060300010480,25102 SW 108 CT,8/14/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1103,C2019209676-0,3060300010481, 25118 SW 108 CT,8/15/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1104,C2019209640-0,3060300010490,25150 SW 108 CT,8/15/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1116,C2019209662-0,3060300010490, 25134 SW 108 CT,8/14/2019,11360.59,227.21,231-00,2,0,Duplex,unit
1113,C2019185436-0,3060300010500,25166 SW 108 CT,8/1/2019,11360.59,227.21,231-00,2,0,Duplex,unit
2847,C2020002982-0,3060300010500,25125 SW 109 AVE,11/19/2019,3714.08,74.28,210-00,1,0,Single Family Detached,unit
3685,C2020002982-0,3060300010500,25125 SW 109 AVE,11/19/2019,3714.08,74.28,230-00,-1,0,"Condominium,Townhouse",unit
2853,C2019215129-0,3068090000690,21075 SW 213 AVE RD,8/23/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2856,C2019107492-0,3068120030070,21405 SW 177 CT,3/21/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2854,C2019107587-0,3068120030090,21505 SW 177 CT,4/22/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2855,C2019107483-0,3068120030100,21555 SW 177 CT,4/23/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2857,C2019110971-0,3068210002770,21386 SW 242 ST,8/7/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2858,C2018209155-0,3068230000205,23251 SW 192 AVE,1/10/2019,8983.85,179.68,210-00,1,0,Single Family Detached,unit
2859,C2019096258-0,3068260000119,25105 SW 189 AVE,3/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2860,C2019216863-0,3069010090850,19722 SW 121 AVE,8/27/2019,0,0,210-00,0,0,Single Family Detached,unit
2877,C2019119013-0,3069020010282,18800 SW 132 AVE,4/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2861,C2019157065-0,3069020010460,19995 SW 132 CT,6/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2862,C2019041474-0,3069020010460,19900 SW 132 CT,2/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2863,C2019157303-0,3069020010460,19815 SW 132 CT,6/6/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2864,C2019157253-0,3069020010460,19815 SW 131 CT,6/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2865,C2019041528-0,3069020010460,19820 SW 132 CT,2/28/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2866,C2019157039-0,3069020010460,13135 SW 199 TER,6/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2867,C2019157051-0,3069020010460,19680 SW 132 CT,6/5/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2868,C2019157199-0,3069020010460,19660 SW 132 CT,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2869,C2019157194-0,3069020010460,19770 SW 132 CT,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2870,C2019157007-0,3069020010460,19940 SW 199 TER,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2871,C2019157309-0,3069020010460,19855 SW 131 CT,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2873,C2019157235-0,3069020010460,19970 SW 131 CT,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2874,C2019157102-0,3069020010460,19710 SW 132 CT,6/6/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2875,C2019157270-0,3069020010460,19901 SW 132 CT,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2876,C2019157074-0,3069020010460,19885 SW 131 CT,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2878,C2019157168-0,3069020010460,19975 SW 131 CT,6/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2879,C2019157177-0,3069020010460,13215 SW 199 TER,6/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2880,C2019157214-0,3069020010460,19955 SW 132 CT,6/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2881,C2019157132-0,3069020010460,19945 SW 131 CT,6/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2882,C2019157317-0,3069020010460,19775 SW 131 CT,5/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2883,C2019156988-0,3069020010460, 19905 SW 131 CT,6/4/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2872,C2019065709-0,3069020280750,19133 SW 135 AVE,1/16/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2884,C2019206849-0,3069070040160,17162 SW 213 LN,8/8/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2885,C2019121139-0,3069110090020,20020 SW 133 AVE,4/10/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2886,C2019202553-0,3069120000140,21400 SW 125 PSGE,9/3/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2887,C2019202539-0,3069120000140,21585 SW 125 PASSAGE,9/9/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2888,C2019202551-0,3069120000140,21420 SW 125 PSGE,8/28/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2890,C2019202549-0,3069120000140,21440 SW 125 PSGE,8/28/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2891,C2019111343-0,3069120000140,21480 SW 125 PASSAGE,3/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2893,C2019111356-0,3069120000140,21460 SW 125 PASSAGE,3/29/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
2901,C2020016053-0,3069120000140,21445 SW 125 PASS,11/1/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2904,C2020040706-0,3069120000140,21545 SW 125 PASSAGE,12/19/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2910,C2020040713-0,3069120000140,21565 SW 125 PASSAGE,12/19/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
2911,C2020040714-0,3069120000140,21525 SW 125 PASSAGE,12/19/2019,9578.07,191.56,210-00,1,0,Single Family Detached,unit
3250,C2019202542-0,3069120000140,21545 SW 125 PASSAGE,9/9/2019,9278.02,185.56,210-00,1,0,Single Family Detached,unit
1260,C2018131740-2,3069120000260,11855 SW 216 ST,9/10/2019,0,5487.35,222-00,81,1,High-Rise Apart or Condo over 3 floors,unit
3698,C2019138003-0,3069120010350,11846 SW 213 ST,5/7/2019,0,0,230-00,2,0,"Condominium,Townhouse",unit
3697,C2019138003-0,3069120010350,11846 SW 213 ST,5/7/2019,0,0,230-00,-2,0,"Condominium,Townhouse",unit
2895,C2019097267-0,3069120040170,11910 SW 212 ST,3/5/2019,0,159.4,210-00,1,1,Single Family Detached,unit
